molecule_chembl_id,canonical_smiles,median_ec50_nM,min_ec50_nM,max_ec50_nM,median_pEC50,bioactivity_class
CHEMBL1528476,O=C1NC(=S)N(C2CCCCC2)C(=O)/C1=C/NNC(=O)c1ccccc1O,4600.0,4600.0,4600.0,5.337242168318426,intermediate
CHEMBL1489347,CC(=O)NC(c1ccc(Cl)cc1)c1c(O)ccc2ccc(O)cc12,4610.0,4610.0,4610.0,5.336299074610352,intermediate
CHEMBL3192031,O=C(O)CC1SC(N/N=C/c2ccc(-c3ccc(Cl)cc3[N+](=O)[O-])o2)=NC1=O,4610.0,4610.0,4610.0,5.336299074610352,intermediate
CHEMBL1980681,COc1ccc(/C=N/NC(=O)c2nn(-c3ccc(Cl)cc3)c(=O)c3c(N)scc23)cc1,4620.0,4620.0,4620.0,5.335358024443874,intermediate
CHEMBL1603753,COC(=O)CCSc1cc(NCCOC(C)=O)c([N+](=O)[O-])c2nonc12,4630.0,4630.0,4630.0,5.334419008982047,intermediate
CHEMBL1363679,Cc1cccc(CS(=O)(=O)c2ncc(Cl)c(C(=O)Nc3c(C)cccc3C)n2)c1,4660.0,4660.0,4660.0,5.33161408331,intermediate
CHEMBL259018,CC(C)(C)OC(=O)NCCc1nnc(S(=O)(=O)Cc2ccc(Cl)cc2Cl)o1,4660.0,4660.0,4660.0,5.33161408331,intermediate
CHEMBL1491275,COc1ccc(OC)c(N2C(=O)C(Cl)=C(N3CCCCC3)C2=O)c1,4670.0,4670.0,4670.0,5.330683119433887,intermediate
CHEMBL3144992,Cc1[nH]n(-c2ccccc2)c(=O)c1Sc1ccc(Cl)cc1,4680.0,4680.0,4680.0,5.329754146925875,intermediate
CHEMBL1403738,COc1ccc(C2NC(=O)NC3=C2CCc2ccccc23)cc1,4700.0,4700.0,4700.0,5.327902142064282,intermediate
CHEMBL1463563,CC1(C)N=C(SCC(=O)Nc2ccc(Cl)cc2)C(c2ccc(Cl)cc2)=N1,4700.0,4700.0,4700.0,5.327902142064282,intermediate
CHEMBL1541379,CSc1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccccc3)ncc2Cl)s1,4730.0,4730.0,4730.0,5.325138859262188,intermediate
CHEMBL1447796,O=c1oc(-c2ccccc2)cc(Cl)c1Cl,4740.0,4740.0,4740.0,5.324221658325914,intermediate
CHEMBL1510362,Cc1n[nH]c2c1C(c1cccs1)C(C#N)=C(N)O2,4740.0,4740.0,4740.0,5.324221658325914,intermediate
CHEMBL1609318,CCOc1cc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)cc(Cl)c1O,4740.0,4740.0,4740.0,5.324221658325914,intermediate
CHEMBL1544131,Cc1ccc(-n2ncc(Br)c(Br)c2=O)cc1,4750.0,4750.0,4750.0,5.323306390375134,intermediate
CHEMBL1531428,CC(C)CCn1c(Sc2nc3ccccc3o2)nc2c1c(=O)[nH]c(=O)n2C,4760.0,4760.0,4760.0,5.3223930472795065,intermediate
CHEMBL1479534,COCc1n[nH]c2c1C(c1ccccc1OC)C(C#N)=C(N)O2,4770.0,4770.0,4770.0,5.3214816209598865,intermediate
CHEMBL1700372,COc1cc(C2(c3ccc(O)c(OC)c3)C(=O)Nc3c(Br)cc(Br)cc32)ccc1O,4770.0,4770.0,4770.0,5.3214816209598865,intermediate
CHEMBL1592492,O=C(CCl)Nc1sccc1C(=O)c1ccccc1,4780.0,4780.0,4780.0,5.320572103387882,intermediate
CHEMBL1365249,COc1ccc(C(CC(=O)c2ccc(C)cc2)C(C#N)C#N)cc1OC,4790.0,4790.0,4790.0,5.319664486585436,intermediate
CHEMBL3192493,Cc1nnc(N/N=C/c2cccc(OCc3ccc(Cl)c(Cl)c3)c2)n1N.Cl,4810.0,4810.0,4810.0,5.317854923626168,intermediate
CHEMBL1528757,Nc1cc(N)c(OCC(F)(F)F)cc1OCC(F)(F)F,4820.0,4820.0,4820.0,5.31695296176115,intermediate
CHEMBL1494979,O=C(NN=c1c(=O)c2ccccc2c1=O)c1ccccc1,4830.0,4830.0,4830.0,5.316052869248487,intermediate
CHEMBL1584304,O=C(NC1C(=O)NNC1c1ccccc1)c1ccccc1,4830.0,4830.0,4830.0,5.316052869248487,intermediate
CHEMBL1480031,CS(=O)(=O)c1ncc(Cl)c(C(=O)Nc2ccc3ccccc3c2)n1,4840.0,4840.0,4840.0,5.315154638355588,intermediate
CHEMBL3182716,CC(C)(C)c1ccc(S(=O)(=O)/N=C2\C=C(NS(=O)(=O)c3ccccc3)C(=O)c3ccccc32)cc1,4850.0,4850.0,4850.0,5.314258261397736,intermediate
CHEMBL1611642,Cc1n[nH]c2c1C(c1c(C)nn(C)c1C)C(C#N)=C(N)O2,4860.0,4860.0,4860.0,5.313363730737707,intermediate
CHEMBL1330781,Cc1ccc(/C=C2\Sc3ccccc3C2=O)s1,4870.0,4870.0,4870.0,5.3124710387853655,intermediate
CHEMBL1343144,CCCC(=O)OCCNc1cc(SCCC(=O)OC)c2nonc2c1[N+](=O)[O-],4870.0,4870.0,4870.0,5.3124710387853655,intermediate
CHEMBL1200848,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,4880.0,4880.0,4880.0,5.311580177997289,intermediate
CHEMBL1353194,COc1ccc(-c2cc(C(F)(F)F)nc(S(C)(=O)=O)n2)cc1,4880.0,4880.0,4880.0,5.311580177997289,intermediate
CHEMBL1403320,O=C(NCc1ccccc1)c1nc(S(=O)(=O)Cc2ccccc2)ncc1Cl,4880.0,4880.0,4880.0,5.311580177997289,intermediate
CHEMBL441282,CCCc1c(-c2ccc(O)cc2)nn(-c2ccc(O)cc2)c1-c1ccc(O)cc1,4880.0,4880.0,4880.0,5.311580177997289,intermediate
CHEMBL1465979,Cc1ccc(SC(=O)c2sc(C)nc2C(F)(F)F)cc1,4900.0,4900.0,4900.0,5.309803919971486,intermediate
CHEMBL1432278,CCCc1n[nH]c2c1C(c1cccc(OC(=O)c3ccco3)c1)C(C#N)=C(N)O2,4910.0,4910.0,4910.0,5.308918507877031,intermediate
CHEMBL1485700,COc1ccc(OC)c(C2C(C#N)=C(N)Oc3c2c(C)nn3-c2ccc(C)cc2)c1,4910.0,4910.0,4910.0,5.308918507877031,intermediate
CHEMBL1497070,Br.COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3,4910.0,4910.0,4910.0,5.308918507877031,intermediate
CHEMBL1595795,Cc1ccc(OC(=O)c2ccc([N+](=O)[O-])cc2Cl)cn1,4920.0,4920.0,4920.0,5.308034897232639,intermediate
CHEMBL505670,O=[N+]([O-])c1ccc(Sc2cccc[n+]2[O-])c2nonc12,4930.0,4930.0,4930.0,5.30715308072277,intermediate
CHEMBL1485425,O=C(NC1C(=O)NNC1c1ccc(Cl)cc1)c1ccc(F)cc1,4940.0,4940.0,4940.0,5.306273051076353,intermediate
CHEMBL1349850,Cc1ccccc1N1C(=O)C(Cl)=C(N2CCOCC2)C1=O,4980.0,4980.0,4980.0,5.302770657240282,intermediate
CHEMBL551842,CCCCCc1c2c(cc(O)c1C(=O)O)OC(=O)c1c(cc(OC)cc1C(=O)CCCC)O2,4980.0,4980.0,4980.0,5.302770657240282,intermediate
CHEMBL1335223,O=C(Cc1ccccc1)c1c[nH]c(C(=O)C(Cl)(Cl)Cl)c1,4990.0,4990.0,4990.0,5.30189945437661,intermediate
CHEMBL1529389,Cc1ccc(C(=O)Oc2ccc([N+](=O)[O-])cc2)cc1S(=O)(=O)N1CCCCCC1,4990.0,4990.0,4990.0,5.30189945437661,intermediate
CHEMBL3207440,CCO/C(O)=C1\C(C)=NC(SCc2cc(O)[nH]n2)=C(C#N)C1c1cccs1,4990.0,4990.0,4990.0,5.30189945437661,intermediate
CHEMBL1325446,Cc1nn(-c2cccc(Cl)c2)c2c1C(c1cccnc1)C(C#N)=C(N)O2,5050.0,5050.0,5050.0,5.296708621881338,intermediate
CHEMBL1419538,COc1ccccc1CN1CCSCC1,5080.0,5080.0,5080.0,5.29413628771608,intermediate
CHEMBL1525358,Cc1ccccc1NC(=O)C(=Cc1ccc(C(=O)O)cc1)C(=O)Nc1ccccc1C,5080.0,5080.0,5080.0,5.29413628771608,intermediate
CHEMBL1550423,COc1cc(C=C(c2nc3ccccc3s2)c2nc3ccccc3s2)ccc1O,5080.0,5080.0,5080.0,5.29413628771608,intermediate
CHEMBL1444045,COC(=O)C(C)Sc1ncnc2c1nnn2-c1ccc(F)cc1,5090.0,5090.0,5090.0,5.293282217663242,intermediate
CHEMBL1598985,CCc1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccccc3)ncc2Cl)s1,5090.0,5090.0,5090.0,5.293282217663242,intermediate
CHEMBL1428977,CC(C)(C)OC(=O)N1CC=C2C(C#N)=C(N)C(C#N)(C#N)C(c3cccs3)C2C1,5100.0,5100.0,5100.0,5.292429823902063,intermediate
CHEMBL1510510,Cc1ccc(C2C(C#N)=C(N)Oc3[nH]c(-c4ccccc4)nc32)o1,5110.0,5110.0,5110.0,5.291579099865287,intermediate
CHEMBL1374108,COC(=O)[C@@]1(Cc2ccccc2)[C@@H]2C(=CC(=O)[C@H]2CC(=O)C(=O)N(C)C)CN1C(=O)c1ccccc1,5120.0,5120.0,5120.0,5.290730039024169,intermediate
CHEMBL1572585,CCC(=O)OCCNc1cc(SCCC(=O)OC)c2nonc2c1[N+](=O)[O-],5120.0,5120.0,5120.0,5.290730039024169,intermediate
CHEMBL3193480,C/C(CC(=O)Nc1ccc(Cl)cn1)=N\NC(=O)Cc1cccs1,5120.0,5120.0,5120.0,5.290730039024169,intermediate
CHEMBL599098,O=[N+]([O-])c1cc(Br)c(Nc2ccccc2)c([N+](=O)[O-])c1,5150.0,5150.0,5150.0,5.288192770958808,intermediate
CHEMBL1308497,O=C(Nc1ccc2nc3n(c(=O)c2c1)CCCCC3)c1c(F)ccc([N+](=O)[O-])c1F,5170.0,5170.0,5170.0,5.286509456906058,intermediate
CHEMBL312032,Cc1ccc(S(=O)(=O)NC(=O)Nc2ccc(N(C)C)cc2)cc1,5180.0,5180.0,5180.0,5.285670240254767,intermediate
CHEMBL3196407,Cn1c(/N=C/c2c(O)ccc3ccccc23)nc2ccccc21,5190.0,5190.0,5190.0,5.284832642151542,intermediate
CHEMBL1388639,CC(NC(=O)/C(C#N)=C/c1ccc(Cl)c([N+](=O)[O-])c1)c1ccccc1,5200.0,5200.0,5200.0,5.2839966563652006,intermediate
CHEMBL1390061,CC(=O)NC1=NN(c2ccccc2)C(=O)C1,5210.0,5210.0,5210.0,5.283162276700475,intermediate
CHEMBL1465227,CS/C(=C/[N+](=O)[O-])Nc1cccc2c1C(C)CC2(C)C,5210.0,5210.0,5210.0,5.283162276700475,intermediate
CHEMBL1401000,CCCc1n[nH]c2c1C(c1ccc(OC(=O)c3ccco3)cc1)C(C#N)=C(N)O2,5220.0,5220.0,5220.0,5.282329496997738,intermediate
CHEMBL1416421,CN(c1ccccc1)c1ccc([N+](=O)[O-])c2nonc12,5220.0,5220.0,5220.0,5.282329496997738,intermediate
CHEMBL1565268,CCOC(=O)c1nc(O)c2ccccc2c1O,5230.0,5230.0,5230.0,5.281498311132726,intermediate
CHEMBL1402473,Cc1nc(COC(=O)c2cc(O)c3ccccc3c2O)cs1,5240.0,5240.0,5240.0,5.280668713016274,intermediate
CHEMBL1518077,CC(=O)Nc1ccc(NC(=O)c2nc(S(=O)(=O)Cc3cccc(C)c3)ncc2Cl)cc1,5240.0,5240.0,5240.0,5.280668713016274,intermediate
CHEMBL1339245,COc1ccc(CNC(=O)c2c(C)oc3c2C(=O)c2ccccc2C3=O)cc1,5290.0,5290.0,5290.0,5.276544327964814,intermediate
CHEMBL3145143,Cc1ccc(SCc2cc(=O)n(C)[nH]2)cc1,5290.0,5290.0,5290.0,5.276544327964814,intermediate
CHEMBL1565674,O=Nc1c(O)c2ccccc2c2ccccc12,5300.0,5300.0,5300.0,5.275724130399211,intermediate
CHEMBL1325982,COc1ccc(C2CC(c3cccs3)=NN2C(=O)CSC2=NCCS2)cc1,5310.0,5310.0,5310.0,5.274905478918531,intermediate
CHEMBL1467133,CC1=NN(c2ccccc2)C(=O)/C1=C\c1ccc(Oc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,5330.0,5330.0,5330.0,5.273272790973428,intermediate
CHEMBL3194941,COc1ccccc1/C=N/Nc1cc(N(C)C)nc(N(C)C)n1,5340.0,5340.0,5340.0,5.272458742971444,intermediate
CHEMBL1389273,N#CC1=C(N)Oc2[nH]nc(-c3cccs3)c2C1c1ccncc1,5360.0,5360.0,5360.0,5.270835210307229,intermediate
CHEMBL1414704,CCN(Cc1ccc(OC)c(F)c1)C(=O)CCl,5370.0,5370.0,5370.0,5.270025714300445,intermediate
CHEMBL1541441,COC(=O)[C@@H]1[C@@H](C(=O)OC)C2(c3ccccc3-c3ccccc32)N(c2ccc(Cl)cc2)N1C#N,5380.0,5380.0,5380.0,5.269217724333611,intermediate
CHEMBL3145200,Cc1cc(=O)n(-c2ccccc2Cl)[nH]1,5400.0,5400.0,5400.0,5.267606240177031,intermediate
CHEMBL1470321,Cc1cccc(CS(=O)(=O)c2nnc([C@H](Cc3ccccc3)NC(=O)OC(C)(C)C)o2)c1,5420.0,5420.0,5420.0,5.266000713461613,intermediate
CHEMBL445304,Nc1c(O)cccc1C(=O)O,5430.0,5430.0,5430.0,5.265200170411153,intermediate
CHEMBL1405837,O=C1NCCCC2c3c(cc(Br)c(O)c3Br)OC12N1CCCCC1,5460.0,5460.0,5460.0,5.262807357295262,intermediate
CHEMBL1462615,O=Cc1ccc(Sc2nnc(-c3ccccc3)o2)c([N+](=O)[O-])c1,5460.0,5460.0,5460.0,5.262807357295262,intermediate
CHEMBL1305275,O=C(CCl)NC(=O)NC12CC3CC(CC(C3)C1)C2,5470.0,5470.0,5470.0,5.262012673666569,intermediate
CHEMBL3145174,Cc1[nH]n(-c2ccccc2)c(=O)c1C(C[N+](=O)[O-])c1ccccc1Cl,5480.0,5480.0,5480.0,5.261219441515631,intermediate
CHEMBL571501,O=c1[nH]cc(/N=C/c2cc([N+](=O)[O-])ccc2O)c(=O)[nH]1,5480.0,5480.0,5480.0,5.261219441515631,intermediate
CHEMBL1530942,O=C1CC(NC(=O)C(F)(F)F)=NN1c1ccccc1,5510.0,5510.0,5510.0,5.2588484011482155,intermediate
CHEMBL3188273,CN1C(=O)/C(=C/c2ccc(-c3ccccc3[N+](=O)[O-])o2)S/C1=N\c1ccc(Cl)c(C(=O)O)c1,5510.0,5510.0,5510.0,5.2588484011482155,intermediate
CHEMBL1455110,O=C(C1=C(N2CCCC2)CCc2ccccc21)c1ccc(Cl)cc1,5520.0,5520.0,5520.0,5.258060922270801,intermediate
CHEMBL1492648,CS(=O)(=O)c1nc(-c2ccccc2)cc(C(F)(F)F)n1,5530.0,5530.0,5530.0,5.257274868695301,intermediate
CHEMBL1326529,COc1cccc(NC(=O)c2cnc(SCC(=O)NCC3CCCO3)n(C)c2=O)c1,5550.0,5550.0,5550.0,5.255707016877324,intermediate
CHEMBL1586263,O=C(CCl)Nc1cc(-c2ccccc2)nn1-c1ccccc1,5550.0,5550.0,5550.0,5.255707016877324,intermediate
CHEMBL2005996,C/C(CC(=O)NCc1ccco1)=N\NC(=O)c1ccc([N+](=O)[O-])cc1Cl,5560.0,5560.0,5560.0,5.2549252084179425,intermediate
CHEMBL1611922,Cc1ccc(C2=NN(C(=O)CCl)C(c3ccco3)C2)o1,5580.0,5580.0,5580.0,5.253365801062421,intermediate
CHEMBL1429164,O=[N+]([O-])c1ccc(Sc2nnnn2-c2ccccc2)nc1,5610.0,5610.0,5610.0,5.251037138743839,intermediate
CHEMBL1467857,CCCc1n[nH]c2c1C(c1ccc(OC)c(CSc3ccccn3)c1)C(C#N)=C(N)O2.CCO,5630.0,5630.0,5630.0,5.249491605148654,intermediate
CHEMBL1486335,O=[N+]([O-])c1c(NCCCO)cc(SCc2ccco2)c2nonc12,5640.0,5640.0,5640.0,5.248720896016658,intermediate
CHEMBL1560679,Oc1nc(CCl)nc2cc(-c3ccc(F)cc3)sc12,5660.0,5660.0,5660.0,5.247183568811728,intermediate
CHEMBL1577840,Cc1ccc(C=C2C(Cl)=C(Cl)C(Cl)=C2Cl)cc1,5660.0,5660.0,5660.0,5.247183568811728,intermediate
CHEMBL1300242,Cc1ccc(-c2cc(NC(=O)CCl)n(-c3ccccc3)n2)cc1,5680.0,5680.0,5680.0,5.245651664288982,intermediate
CHEMBL1459332,COC(=O)c1c(NC(=O)/C=C/C(=O)O)sc(C)c1-c1ccc(C)c(C)c1,5690.0,5690.0,5690.0,5.244887733604928,intermediate
CHEMBL1594740,COc1cccc(OC(=O)CSc2nnc(-c3ccccc3Br)o2)c1,5700.0,5700.0,5700.0,5.2441251443275085,intermediate
CHEMBL1609009,Cc1ccc(N(CCC#N)C(=O)CCl)cc1C,5700.0,5700.0,5700.0,5.2441251443275085,intermediate
CHEMBL1333510,O=C(Nc1ccccc1)c1nnsc1S(=O)(=O)c1ccc(Cl)cc1,5710.0,5710.0,5710.0,5.243363891754152,intermediate
CHEMBL3191474,Nc1scc2c(C(=O)N/N=C/c3ccc(Cl)cc3)nn(-c3ccccc3)c(=O)c12,5710.0,5710.0,5710.0,5.243363891754152,intermediate
CHEMBL3144906,Cc1[nH]n(-c2ccccc2)c(=O)c1C(C[N+](=O)[O-])c1ccc(Br)cc1,5730.0,5730.0,5730.0,5.24184537803261,intermediate
CHEMBL1563782,O=C(CSc1ncnc2c1nnn2Cc1ccccc1F)N1CCN(c2ccccc2)CC1,5750.0,5750.0,5750.0,5.2403321553103694,intermediate
CHEMBL1556185,CC(=O)N(CCC(Cc1ccccc1)c1ccc2c(c1)OCO2)Cc1ccccc1F,5780.0,5780.0,5780.0,5.2380721615794705,intermediate
CHEMBL1599965,O=C1C(Cl)=C(N2CCC(C(=O)O)CC2)C(=O)c2ccccc21,5780.0,5780.0,5780.0,5.2380721615794705,intermediate
CHEMBL1496897,N#CC1=C(N)Oc2[nH]nc(-c3ccc(F)cc3)c2C1c1ccncc1,5790.0,5790.0,5790.0,5.237321436272564,intermediate
CHEMBL1479080,CC(C)c1n[nH]c2c1C(c1cccc(OC(=O)N3CCOCC3)c1)C(C#N)=C(N)O2,5800.0,5800.0,5800.0,5.236572006437063,intermediate
CHEMBL1589425,CCCCCCCCCC[N+](C)(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21.[Br-],5800.0,5800.0,5800.0,5.236572006437063,intermediate
CHEMBL1491158,Cc1sc(NC(=O)/C=C/C(=O)O)c(C(N)=O)c1-c1ccc(C(C)(C)C)cc1,5820.0,5820.0,5820.0,5.235077015350111,intermediate
CHEMBL1381768,O=S(=O)(/C(=C/c1ccc(C(F)(F)F)cc1)c1nc2ccccc2[nH]1)c1ccccc1,5850.0,5850.0,5850.0,5.232844133917819,intermediate
CHEMBL1419822,Cn1c(=O)[nH]c(=O)c2c1nc([N+](=O)[O-])n2Cc1ccccc1,5870.0,5870.0,5870.0,5.231361898752386,intermediate
CHEMBL1455724,CCOC(=O)CSc1nnc(NCC(=O)OC)c(O)n1,5870.0,5870.0,5870.0,5.231361898752386,intermediate
CHEMBL1488929,CCOC(=O)c1cnc2ccc(C)cc2c1Sc1ccccc1,5870.0,5870.0,5870.0,5.231361898752386,intermediate
CHEMBL1568915,C/C(=C/CCC(C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3)C(=O)O,5880.0,5880.0,5880.0,5.230622673923861,intermediate
CHEMBL1424562,O=C(Nc1ccccc1)c1nnsc1[S+]([O-])c1ccc(Cl)cc1,5920.0,5920.0,5920.0,5.22767829327708,intermediate
CHEMBL1353155,O=C(CCCN1C(=O)/C(=C\c2cccs2)SC1=S)Nc1ccc(O)cc1,5950.0,5950.0,5950.0,5.22548303427145,intermediate
CHEMBL99408,Nc1ccc2ncccc2c1,5950.0,5950.0,5950.0,5.22548303427145,intermediate
CHEMBL1400512,CC(C)OP(=O)(OC(C)C)C1(NS(=O)(=O)c2ccccc2)C=C(Br)C(=O)c2ccccc21,5970.0,5970.0,5970.0,5.224025668870631,intermediate
CHEMBL1496231,COC(CNC(=O)c1ccc2c3c(onc13)-c1ccccc1C2=O)OC,5990.0,5990.0,5990.0,5.2225731776106885,intermediate
CHEMBL3144936,CCOC(=O)c1cnc(-n2[nH]c(C)c(Cc3ccccc3)c2=O)[nH]c1=O,5990.0,5990.0,5990.0,5.2225731776106885,intermediate
CHEMBL1508051,ClC(Cl)(Cl)c1nc2ccccc2n2nncc12,6030.0,6030.0,6030.0,5.219682687859849,intermediate
CHEMBL1602084,Cc1cccc(Cn2ncc(Cl)c(Cl)c2=O)c1,6040.0,6040.0,6040.0,5.218963061378869,intermediate
CHEMBL1412143,O=[N+]([O-])c1ccc(Sc2nc(O)c3ccccc3n2)c([N+](=O)[O-])c1,6050.0,6050.0,6050.0,5.2182446253475305,intermediate
CHEMBL1564250,CN(C)C(=S)N=Nc1[nH]c2ccccc2c1O,6070.0,6070.0,6070.0,5.2168113089247425,intermediate
CHEMBL1506210,CC(C)N(CC(=O)Nc1ccc(Cl)cc1C(F)(F)F)C(=O)CCl,6090.0,6090.0,6090.0,5.215382707367125,intermediate
CHEMBL1508085,Cc1ccc(-n2nc(C)c3c2OC(N)=C(C#N)C3c2ccc(F)cc2)cc1,6090.0,6090.0,6090.0,5.215382707367125,intermediate
CHEMBL1606004,Cc1n[nH]c2c1C(c1ccc(Cl)cc1)C(C#N)=C(N)O2,6100.0,6100.0,6100.0,5.214670164989233,intermediate
CHEMBL1398826,Cc1n[nH]c2c1C(c1cc(Br)cs1)C(C#N)=C(N)O2,6130.0,6130.0,6130.0,5.212539525481585,intermediate
CHEMBL1539293,Cc1n[nH]c2c1C(c1ccc3c(c1)OCO3)C(C#N)=C(N)O2,6160.0,6160.0,6160.0,5.210419287835574,intermediate
CHEMBL1418643,COc1cccc(NC(=O)c2nc(S(C)(=O)=O)ncc2Cl)c1,6170.0,6170.0,6170.0,5.209714835966759,intermediate
CHEMBL1498517,CC1CCCC(NC(=O)NC(=O)CCl)C1C,6190.0,6190.0,6190.0,5.2083093509798815,intermediate
CHEMBL1576666,Cc1ccc(SCc2n[nH]c3c2C(c2ccco2)C(C#N)=C(N)O3)cc1,6190.0,6190.0,6190.0,5.2083093509798815,intermediate
CHEMBL1391390,Cc1ccc(-n2nc(C)c3c2OC(N)=C(C#N)C3c2ccco2)cc1,6220.0,6220.0,6220.0,5.206209615309181,intermediate
CHEMBL1461680,O=C(c1ccncc1)N(c1ccc2oc3c(c2c1)CCCC3)S(=O)(=O)c1ccc(F)cc1,6220.0,6220.0,6220.0,5.206209615309181,intermediate
CHEMBL1460524,CCOC(=O)c1c(NC(=O)/C=C/C(=O)O)sc(C)c1-c1ccc(F)cc1,6230.0,6230.0,6230.0,5.20551195334083,intermediate
CHEMBL1970909,C/C(CC(=O)Nc1cc(C)ccn1)=N\NC(=O)c1ccccc1C,6240.0,6240.0,6240.0,5.204815410317575,intermediate
CHEMBL1335964,COCc1n[nH]c2c1C(c1ccc(OC)c(OC)c1)C(C#N)=C(N)O2,6250.0,6250.0,6250.0,5.204119982655925,intermediate
CHEMBL1407128,Cc1ccccc1N(Cc1cc(O)nc2ccccc12)C(=O)CCl,6260.0,6260.0,6260.0,5.20342566678957,intermediate
CHEMBL1389212,O=C(c1c[nH]c(C(=O)C(Cl)(Cl)Cl)c1)c1ccccc1Cl,6270.0,6270.0,6270.0,5.202732459169283,intermediate
CHEMBL1341919,C=CCSC(=C(C#N)C#N)c1cc2c([nH]1)CCCC2,6290.0,6290.0,6290.0,5.201349354554731,intermediate
CHEMBL1567264,COC(=O)Nc1nn(-c2ccc(OC)cc2)c(=O)c(C#N)c1C,6310.0,6310.0,6310.0,5.199970640755866,intermediate
CHEMBL1336261,COc1ccc(C2C(C#N)=C(N)Oc3[nH]nc(C)c32)cc1CSc1ccccn1,6320.0,6320.0,6320.0,5.199282921717614,intermediate
CHEMBL1369671,O=C(CCl)Nc1cn(-c2ccccc2)nc1-c1ccccc1,6320.0,6320.0,6320.0,5.199282921717614,intermediate
CHEMBL1584687,O=C(c1c[nH]c(C(=O)C(Cl)(Cl)Cl)c1)c1ccccc1Br,6330.0,6330.0,6330.0,5.198596289982644,intermediate
CHEMBL1561089,N#Cc1nccnc1S(=O)(=O)c1cccs1,6360.0,6360.0,6360.0,5.196542884351587,intermediate
CHEMBL417727,Nc1ccc2c(c1)C(=O)C(=O)c1ccccc1-2,6360.0,6360.0,6360.0,5.196542884351587,intermediate
CHEMBL600526,CCc1[nH]nc2c1C(Cc1ccccc1)C(C#N)=C(N)O2,6370.0,6370.0,6370.0,5.195860567664649,intermediate
CHEMBL1457500,CCOc1ccc(N2C(=O)/C(=C\c3ccc(OC)c(O)c3)S(=O)(=O)C2c2cccc([N+](=O)[O-])c2)cc1,6380.0,6380.0,6380.0,5.195179321278838,intermediate
CHEMBL3199406,CCOC(=O)Cn1cc(/C=N/NC(=O)CC#N)c2ccccc21,6380.0,6380.0,6380.0,5.195179321278838,intermediate
CHEMBL1570637,O=C1C(=O)c2ccccc2C(O)=C1CCCCl,6390.0,6390.0,6390.0,5.1944991418416,intermediate
CHEMBL1608041,Cn1c(=O)c([N+](=O)[O-])c(-n2ccnc2)c2ccccc21,6430.0,6430.0,6430.0,5.191789027075778,intermediate
CHEMBL1495610,Cc1ccc(C2C(C#N)=C(N)Oc3[nH]nc(-c4cccnc4)c32)o1,6460.0,6460.0,6460.0,5.189767482004916,intermediate
CHEMBL1306649,COCc1n[nH]c2c1C(c1ccccc1F)C(C#N)=C(N)O2,6490.0,6490.0,6490.0,5.187755303199631,intermediate
CHEMBL1586445,CC1=NN(c2ccccc2)C(=O)/C1=C\c1cn(C)c2ccccc12,6500.0,6500.0,6500.0,5.187086643357144,intermediate
CHEMBL1351750,O=C(NC1=C(Nc2ccc(Cl)cc2)C(=O)c2ccccc2C1=O)c1ccccc1,6550.0,6550.0,6550.0,5.183758700008217,intermediate
CHEMBL1612774,COc1ccc(C2C(C#N)=C(N)Oc3[nH]nc(C)c32)cc1CN1CCN(c2ccc(F)cc2)CC1,6550.0,6550.0,6550.0,5.183758700008217,intermediate
CHEMBL1461834,Cc1n[nH]c2c1C(CCc1ccccc1)C(C#N)=C(N)O2,6580.0,6580.0,6580.0,5.181774106386044,intermediate
CHEMBL1534678,O=C1C(Cl)=C(NCC2CCCO2)C(=O)N1c1ccccc1,6580.0,6580.0,6580.0,5.181774106386044,intermediate
CHEMBL1456821,O=C1C([N-]S(=O)(=O)c2cccs2)=C([n+]2ccccc2)C(=O)c2ccccc21,6590.0,6590.0,6590.0,5.18111458540599,intermediate
CHEMBL1548439,Cc1cccc(C)c1NC(=O)c1nc(S(=O)(=O)Cc2ccccc2)ncc1Cl,6630.0,6630.0,6630.0,5.178486471595226,intermediate
CHEMBL1386493,COc1cc(/C=C2/C(=O)N(c3ccc([N+](=O)[O-])cc3)N=C2N2CCOCC2)ccc1O,6680.0,6680.0,6680.0,5.175223537524454,intermediate
CHEMBL1508129,Cc1ccc(C2CC(c3cccs3)=NN2C(=O)CSC2=NCCS2)cc1,6680.0,6680.0,6680.0,5.175223537524454,intermediate
CHEMBL1585332,N=c1c2c(-c3ccccc3)c(-c3ccccc3)n(Cc3ccco3)c2ncn1Cc1ccccc1,6700.0,6700.0,6700.0,5.173925197299173,intermediate
