molecule_chembl_id,n_records,median_ec50_nM,min_ec50_nM,max_ec50_nM,median_pEC50,activity_label
CHEMBL3193444,1,2970.0,2970.0,2970.0,5.527243550682788,weak_or_moderate
CHEMBL1384771,1,2980.0,2980.0,2980.0,5.525783735923745,weak_or_moderate
CHEMBL1331912,1,2990.0,2990.0,2990.0,5.52432881167557,weak_or_moderate
CHEMBL1468954,1,2990.0,2990.0,2990.0,5.52432881167557,weak_or_moderate
CHEMBL1496635,1,3000.0,3000.0,3000.0,5.522878745280337,weak_or_moderate
CHEMBL1569134,1,3000.0,3000.0,3000.0,5.522878745280337,weak_or_moderate
CHEMBL1589309,1,3000.0,3000.0,3000.0,5.522878745280337,weak_or_moderate
CHEMBL592115,1,3000.0,3000.0,3000.0,5.522878745280337,weak_or_moderate
CHEMBL98123,1,3010.0,3010.0,3010.0,5.521433504406156,weak_or_moderate
CHEMBL1308667,1,3020.0,3020.0,3020.0,5.51999305704285,weak_or_moderate
CHEMBL1473521,1,3030.0,3030.0,3030.0,5.518557371497695,weak_or_moderate
CHEMBL1309290,1,3040.0,3040.0,3040.0,5.517126416391246,weak_or_moderate
CHEMBL1565888,1,3040.0,3040.0,3040.0,5.517126416391246,weak_or_moderate
CHEMBL1406341,1,3050.0,3050.0,3050.0,5.515700160653214,weak_or_moderate
CHEMBL1409494,1,3050.0,3050.0,3050.0,5.515700160653214,weak_or_moderate
CHEMBL3191438,2,3885.0,1510.0,6260.0,5.512224359748201,weak_or_moderate
CHEMBL3183391,1,3080.0,3080.0,3080.0,5.511449283499555,weak_or_moderate
CHEMBL1537961,1,3100.0,3100.0,3100.0,5.508638306165727,weak_or_moderate
CHEMBL1428096,1,3110.0,3110.0,3110.0,5.507239610973162,weak_or_moderate
CHEMBL1428450,1,3110.0,3110.0,3110.0,5.507239610973162,weak_or_moderate
CHEMBL1534503,1,3110.0,3110.0,3110.0,5.507239610973162,weak_or_moderate
CHEMBL1321365,1,3120.0,3120.0,3120.0,5.505845405981557,weak_or_moderate
CHEMBL1420830,1,3120.0,3120.0,3120.0,5.505845405981557,weak_or_moderate
CHEMBL3191991,1,3130.0,3130.0,3130.0,5.504455662453552,weak_or_moderate
CHEMBL1574879,1,3140.0,3140.0,3140.0,5.503070351926786,weak_or_moderate
CHEMBL1326847,1,3150.0,3150.0,3150.0,5.501689446210399,weak_or_moderate
CHEMBL1308600,1,3160.0,3160.0,3160.0,5.500312917381596,weak_or_moderate
CHEMBL1421441,1,3160.0,3160.0,3160.0,5.500312917381596,weak_or_moderate
CHEMBL1503292,1,3160.0,3160.0,3160.0,5.500312917381596,weak_or_moderate
CHEMBL1537363,1,3160.0,3160.0,3160.0,5.500312917381596,weak_or_moderate
CHEMBL3144896,1,3160.0,3160.0,3160.0,5.500312917381596,weak_or_moderate
CHEMBL1422754,1,3170.0,3170.0,3170.0,5.498940737782249,weak_or_moderate
CHEMBL1452136,1,3170.0,3170.0,3170.0,5.498940737782249,weak_or_moderate
CHEMBL1597074,1,3170.0,3170.0,3170.0,5.498940737782249,weak_or_moderate
CHEMBL1472108,1,3180.0,3180.0,3180.0,5.497572880015568,weak_or_moderate
CHEMBL1581740,1,3200.0,3200.0,3200.0,5.494850021680094,weak_or_moderate
CHEMBL1302460,1,3210.0,3210.0,3210.0,5.493494967595128,weak_or_moderate
CHEMBL1326083,1,3220.0,3220.0,3220.0,5.492144128304169,weak_or_moderate
CHEMBL1330489,1,3220.0,3220.0,3220.0,5.492144128304169,weak_or_moderate
CHEMBL1463261,1,3220.0,3220.0,3220.0,5.492144128304169,weak_or_moderate
CHEMBL1467745,1,3220.0,3220.0,3220.0,5.492144128304169,weak_or_moderate
CHEMBL1603886,1,3220.0,3220.0,3220.0,5.492144128304169,weak_or_moderate
CHEMBL1998566,1,3220.0,3220.0,3220.0,5.492144128304169,weak_or_moderate
CHEMBL3144873,1,3220.0,3220.0,3220.0,5.492144128304169,weak_or_moderate
CHEMBL1429929,1,3230.0,3230.0,3230.0,5.490797477668897,weak_or_moderate
CHEMBL171637,1,3230.0,3230.0,3230.0,5.490797477668897,weak_or_moderate
CHEMBL1550490,1,3240.0,3240.0,3240.0,5.489454989793388,weak_or_moderate
CHEMBL1304700,1,3250.0,3250.0,3250.0,5.488116639021126,weak_or_moderate
CHEMBL1543907,1,3250.0,3250.0,3250.0,5.488116639021126,weak_or_moderate
CHEMBL1606675,1,3250.0,3250.0,3250.0,5.488116639021126,weak_or_moderate
CHEMBL1313043,1,3260.0,3260.0,3260.0,5.486782399932061,weak_or_moderate
CHEMBL1386968,1,3260.0,3260.0,3260.0,5.486782399932061,weak_or_moderate
CHEMBL1410562,1,3260.0,3260.0,3260.0,5.486782399932061,weak_or_moderate
CHEMBL1428507,1,3260.0,3260.0,3260.0,5.486782399932061,weak_or_moderate
CHEMBL1323351,1,3270.0,3270.0,3270.0,5.485452247339714,weak_or_moderate
CHEMBL1349747,1,3270.0,3270.0,3270.0,5.485452247339714,weak_or_moderate
CHEMBL1458062,1,3280.0,3280.0,3280.0,5.484126156288321,weak_or_moderate
CHEMBL1460225,1,3280.0,3280.0,3280.0,5.484126156288321,weak_or_moderate
CHEMBL1347117,1,3290.0,3290.0,3290.0,5.482804102050025,weak_or_moderate
CHEMBL1581648,1,3290.0,3290.0,3290.0,5.482804102050025,weak_or_moderate
CHEMBL1322720,1,3300.0,3300.0,3300.0,5.481486060122112,weak_or_moderate
CHEMBL1417970,1,3300.0,3300.0,3300.0,5.481486060122112,weak_or_moderate
CHEMBL1423138,1,3300.0,3300.0,3300.0,5.481486060122112,weak_or_moderate
CHEMBL1499346,1,3300.0,3300.0,3300.0,5.481486060122112,weak_or_moderate
CHEMBL3144856,1,3300.0,3300.0,3300.0,5.481486060122112,weak_or_moderate
CHEMBL1338987,1,3310.0,3310.0,3310.0,5.480172006224281,weak_or_moderate
CHEMBL1575453,1,3310.0,3310.0,3310.0,5.480172006224281,weak_or_moderate
CHEMBL1403329,1,3320.0,3320.0,3320.0,5.478861916295964,weak_or_moderate
CHEMBL1453311,1,3320.0,3320.0,3320.0,5.478861916295964,weak_or_moderate
CHEMBL3144939,1,3320.0,3320.0,3320.0,5.478861916295964,weak_or_moderate
CHEMBL1432251,1,3340.0,3340.0,3340.0,5.476253533188435,weak_or_moderate
CHEMBL1491938,1,3340.0,3340.0,3340.0,5.476253533188435,weak_or_moderate
CHEMBL1412448,1,3360.0,3360.0,3360.0,5.4736607226101555,weak_or_moderate
CHEMBL1573265,1,3360.0,3360.0,3360.0,5.4736607226101555,weak_or_moderate
CHEMBL1308904,1,3370.0,3370.0,3370.0,5.4723700991286615,weak_or_moderate
CHEMBL1488412,1,3370.0,3370.0,3370.0,5.4723700991286615,weak_or_moderate
CHEMBL1535938,1,3370.0,3370.0,3370.0,5.4723700991286615,weak_or_moderate
CHEMBL1485134,1,3380.0,3380.0,3380.0,5.471083299722345,weak_or_moderate
CHEMBL1496059,1,3380.0,3380.0,3380.0,5.471083299722345,weak_or_moderate
CHEMBL1560379,1,3380.0,3380.0,3380.0,5.471083299722345,weak_or_moderate
CHEMBL1334903,1,3390.0,3390.0,3390.0,5.4698003017969175,weak_or_moderate
CHEMBL1321007,1,3400.0,3400.0,3400.0,5.468521082957745,weak_or_moderate
CHEMBL1312285,1,3410.0,3410.0,3410.0,5.467245621007502,weak_or_moderate
CHEMBL1530161,1,3420.0,3420.0,3420.0,5.465973893943865,weak_or_moderate
CHEMBL1557927,1,3420.0,3420.0,3420.0,5.465973893943865,weak_or_moderate
CHEMBL1423410,1,3430.0,3430.0,3430.0,5.464705879957229,weak_or_moderate
CHEMBL582722,1,3450.0,3450.0,3450.0,5.462180904926726,weak_or_moderate
CHEMBL1579122,1,3460.0,3460.0,3460.0,5.460923901207224,weak_or_moderate
CHEMBL517444,1,3470.0,3470.0,3470.0,5.459670525209127,weak_or_moderate
CHEMBL1302378,1,3480.0,3480.0,3480.0,5.458420756053419,weak_or_moderate
CHEMBL1322708,1,3480.0,3480.0,3480.0,5.458420756053419,weak_or_moderate
CHEMBL1979558,1,3480.0,3480.0,3480.0,5.458420756053419,weak_or_moderate
CHEMBL1346853,1,3490.0,3490.0,3490.0,5.45717457304082,weak_or_moderate
CHEMBL1418601,1,3490.0,3490.0,3490.0,5.45717457304082,weak_or_moderate
CHEMBL1393568,1,3500.0,3500.0,3500.0,5.455931955649724,weak_or_moderate
CHEMBL1534860,1,3500.0,3500.0,3500.0,5.455931955649724,weak_or_moderate
CHEMBL1329297,1,3520.0,3520.0,3520.0,5.453457336521868,weak_or_moderate
CHEMBL1330597,1,3520.0,3520.0,3520.0,5.453457336521868,weak_or_moderate
CHEMBL1464798,1,3520.0,3520.0,3520.0,5.453457336521868,weak_or_moderate
CHEMBL1547262,1,3530.0,3530.0,3530.0,5.452225294612178,weak_or_moderate
CHEMBL1301920,1,3550.0,3550.0,3550.0,5.449771646944906,weak_or_moderate
CHEMBL1594875,1,3550.0,3550.0,3550.0,5.449771646944906,weak_or_moderate
CHEMBL1585380,1,3560.0,3560.0,3560.0,5.448550002027124,weak_or_moderate
CHEMBL1523832,1,3570.0,3570.0,3570.0,5.447331783887806,weak_or_moderate
CHEMBL1972249,1,3570.0,3570.0,3570.0,5.447331783887806,weak_or_moderate
CHEMBL3392069,1,3570.0,3570.0,3570.0,5.447331783887806,weak_or_moderate
CHEMBL1368829,1,3580.0,3580.0,3580.0,5.446116973356125,weak_or_moderate
CHEMBL1391913,1,3580.0,3580.0,3580.0,5.446116973356125,weak_or_moderate
CHEMBL1568009,1,3580.0,3580.0,3580.0,5.446116973356125,weak_or_moderate
CHEMBL1600094,1,3580.0,3580.0,3580.0,5.446116973356125,weak_or_moderate
CHEMBL1519379,1,3600.0,3600.0,3600.0,5.443697499232712,weak_or_moderate
CHEMBL1501755,1,3610.0,3610.0,3610.0,5.442492798094342,weak_or_moderate
CHEMBL1527008,1,3610.0,3610.0,3610.0,5.442492798094342,weak_or_moderate
CHEMBL1577280,1,3610.0,3610.0,3610.0,5.442492798094342,weak_or_moderate
CHEMBL1365287,1,3620.0,3620.0,3620.0,5.441291429466834,weak_or_moderate
CHEMBL1387615,1,3620.0,3620.0,3620.0,5.441291429466834,weak_or_moderate
CHEMBL1364145,1,3640.0,3640.0,3640.0,5.438898616350944,weak_or_moderate
CHEMBL1567632,1,3640.0,3640.0,3640.0,5.438898616350944,weak_or_moderate
CHEMBL1599420,1,3640.0,3640.0,3640.0,5.438898616350944,weak_or_moderate
CHEMBL1506516,1,3660.0,3660.0,3660.0,5.436518914605589,weak_or_moderate
CHEMBL1333290,1,3670.0,3670.0,3670.0,5.435333935747911,weak_or_moderate
CHEMBL1422689,1,3670.0,3670.0,3670.0,5.435333935747911,weak_or_moderate
CHEMBL1425350,1,3670.0,3670.0,3670.0,5.435333935747911,weak_or_moderate
CHEMBL1734499,1,3670.0,3670.0,3670.0,5.435333935747911,weak_or_moderate
CHEMBL1999630,1,3670.0,3670.0,3670.0,5.435333935747911,weak_or_moderate
CHEMBL3186541,1,3690.0,3690.0,3690.0,5.432973633840939,weak_or_moderate
CHEMBL1430105,1,3700.0,3700.0,3700.0,5.431798275933005,weak_or_moderate
CHEMBL1464832,1,3700.0,3700.0,3700.0,5.431798275933005,weak_or_moderate
CHEMBL1451942,1,3710.0,3710.0,3710.0,5.430626090384954,weak_or_moderate
CHEMBL1558462,1,3720.0,3720.0,3720.0,5.429457060118103,weak_or_moderate
CHEMBL1596056,1,3720.0,3720.0,3720.0,5.429457060118103,weak_or_moderate
CHEMBL183656,1,3720.0,3720.0,3720.0,5.429457060118103,weak_or_moderate
CHEMBL3210540,1,3720.0,3720.0,3720.0,5.429457060118103,weak_or_moderate
CHEMBL1517886,1,3730.0,3730.0,3730.0,5.428291168191313,weak_or_moderate
CHEMBL1492922,1,3740.0,3740.0,3740.0,5.427128397799519,weak_or_moderate
CHEMBL1549840,1,3740.0,3740.0,3740.0,5.427128397799519,weak_or_moderate
CHEMBL3145187,1,3740.0,3740.0,3740.0,5.427128397799519,weak_or_moderate
CHEMBL1547684,1,3760.0,3760.0,3760.0,5.424812155072339,weak_or_moderate
CHEMBL1309763,1,3770.0,3770.0,3770.0,5.423658649794207,weak_or_moderate
CHEMBL1541821,1,3770.0,3770.0,3770.0,5.423658649794207,weak_or_moderate
CHEMBL1605956,1,3770.0,3770.0,3770.0,5.423658649794207,weak_or_moderate
CHEMBL1479114,1,3780.0,3780.0,3780.0,5.422508200162775,weak_or_moderate
CHEMBL1347984,1,3790.0,3790.0,3790.0,5.421360790031928,weak_or_moderate
CHEMBL1453579,1,3790.0,3790.0,3790.0,5.421360790031928,weak_or_moderate
CHEMBL1502004,1,3790.0,3790.0,3790.0,5.421360790031928,weak_or_moderate
CHEMBL1501444,1,3800.0,3800.0,3800.0,5.42021640338319,weak_or_moderate
CHEMBL1524916,1,3810.0,3810.0,3810.0,5.41907502432438,weak_or_moderate
CHEMBL1347736,1,3830.0,3830.0,3830.0,5.416801226031377,weak_or_moderate
CHEMBL1610747,1,3830.0,3830.0,3830.0,5.416801226031377,weak_or_moderate
CHEMBL1302401,1,3840.0,3840.0,3840.0,5.415668775632469,weak_or_moderate
CHEMBL1442559,1,3840.0,3840.0,3840.0,5.415668775632469,weak_or_moderate
CHEMBL1452937,1,3850.0,3850.0,3850.0,5.414539270491499,weak_or_moderate
CHEMBL3196053,1,3850.0,3850.0,3850.0,5.414539270491499,weak_or_moderate
CHEMBL1597440,1,3870.0,3870.0,3870.0,5.412289034981089,weak_or_moderate
CHEMBL1384715,1,3880.0,3880.0,3880.0,5.411168274405792,weak_or_moderate
CHEMBL1359835,1,3900.0,3900.0,3900.0,5.4089353929735005,weak_or_moderate
CHEMBL1531210,1,3910.0,3910.0,3910.0,5.407823242604133,weak_or_moderate
CHEMBL1607989,1,3930.0,3930.0,3930.0,5.405607449624574,weak_or_moderate
CHEMBL1320781,1,3960.0,3960.0,3960.0,5.402304814074488,weak_or_moderate
CHEMBL1368609,1,3970.0,3970.0,3970.0,5.401209493236885,weak_or_moderate
CHEMBL1533776,1,3980.0,3980.0,3980.0,5.400116927926312,weak_or_moderate
CHEMBL1979221,1,4000.0,4000.0,4000.0,5.3979400086720375,weak_or_moderate
CHEMBL1330184,1,4010.0,4010.0,4010.0,5.396855627379818,weak_or_moderate
CHEMBL1375820,1,4010.0,4010.0,4010.0,5.396855627379818,weak_or_moderate
CHEMBL1544548,1,4010.0,4010.0,4010.0,5.396855627379818,weak_or_moderate
CHEMBL1305832,1,4020.0,4020.0,4020.0,5.39577394691553,weak_or_moderate
CHEMBL1477097,1,4030.0,4030.0,4030.0,5.39469495385889,weak_or_moderate
CHEMBL3191754,1,4030.0,4030.0,4030.0,5.39469495385889,weak_or_moderate
CHEMBL1331399,1,4040.0,4040.0,4040.0,5.393618634889395,weak_or_moderate
CHEMBL1520247,1,4040.0,4040.0,4040.0,5.393618634889395,weak_or_moderate
CHEMBL3195577,1,4040.0,4040.0,4040.0,5.393618634889395,weak_or_moderate
CHEMBL1430450,1,4050.0,4050.0,4050.0,5.392544976785332,weak_or_moderate
CHEMBL1391118,1,4060.0,4060.0,4060.0,5.391473966422806,weak_or_moderate
CHEMBL1402332,1,4070.0,4070.0,4070.0,5.39040559077478,weak_or_moderate
CHEMBL1472344,1,4070.0,4070.0,4070.0,5.39040559077478,weak_or_moderate
CHEMBL1352919,1,4080.0,4080.0,4080.0,5.3893398369101195,weak_or_moderate
CHEMBL1405374,1,4080.0,4080.0,4080.0,5.3893398369101195,weak_or_moderate
CHEMBL1471779,1,4080.0,4080.0,4080.0,5.3893398369101195,weak_or_moderate
CHEMBL1997668,1,4080.0,4080.0,4080.0,5.3893398369101195,weak_or_moderate
CHEMBL1444473,1,4090.0,4090.0,4090.0,5.388276691992658,weak_or_moderate
CHEMBL1717998,1,4100.0,4100.0,4100.0,5.3872161432802645,weak_or_moderate
CHEMBL1256783,1,4110.0,4110.0,4110.0,5.386158178123931,weak_or_moderate
CHEMBL1300552,1,4110.0,4110.0,4110.0,5.386158178123931,weak_or_moderate
CHEMBL1322995,1,4110.0,4110.0,4110.0,5.386158178123931,weak_or_moderate
CHEMBL1466126,1,4140.0,4140.0,4140.0,5.3829996588791005,weak_or_moderate
CHEMBL2006750,1,4140.0,4140.0,4140.0,5.3829996588791005,weak_or_moderate
CHEMBL1449204,1,4150.0,4150.0,4150.0,5.3819519032879075,weak_or_moderate
CHEMBL1585742,1,4160.0,4160.0,4160.0,5.380906669373257,weak_or_moderate
CHEMBL3195684,1,4180.0,4180.0,4180.0,5.3788237182249645,weak_or_moderate
CHEMBL1402682,1,4190.0,4190.0,4190.0,5.377785977033705,weak_or_moderate
CHEMBL1408271,1,4190.0,4190.0,4190.0,5.377785977033705,weak_or_moderate
CHEMBL3144874,1,4200.0,4200.0,4200.0,5.376750709602099,weak_or_moderate
CHEMBL1549657,1,4210.0,4210.0,4210.0,5.375717904164332,weak_or_moderate
CHEMBL1302639,1,4230.0,4230.0,4230.0,5.373659632624958,weak_or_moderate
CHEMBL1310865,1,4230.0,4230.0,4230.0,5.373659632624958,weak_or_moderate
CHEMBL1557105,1,4230.0,4230.0,4230.0,5.373659632624958,weak_or_moderate
CHEMBL1406372,1,4250.0,4250.0,4250.0,5.371611069949688,weak_or_moderate
CHEMBL1430266,1,4250.0,4250.0,4250.0,5.371611069949688,weak_or_moderate
CHEMBL1499951,1,4250.0,4250.0,4250.0,5.371611069949688,weak_or_moderate
CHEMBL1611041,1,4250.0,4250.0,4250.0,5.371611069949688,weak_or_moderate
CHEMBL1314042,1,4260.0,4260.0,4260.0,5.370590400897282,weak_or_moderate
CHEMBL1449387,1,4260.0,4260.0,4260.0,5.370590400897282,weak_or_moderate
CHEMBL1349535,1,4270.0,4270.0,4270.0,5.369572124974976,weak_or_moderate
CHEMBL3209456,1,4270.0,4270.0,4270.0,5.369572124974976,weak_or_moderate
CHEMBL1351136,1,4280.0,4280.0,4280.0,5.368556230986828,weak_or_moderate
CHEMBL1388764,1,4280.0,4280.0,4280.0,5.368556230986828,weak_or_moderate
CHEMBL1529482,1,4280.0,4280.0,4280.0,5.368556230986828,weak_or_moderate
CHEMBL1421056,1,4290.0,4290.0,4290.0,5.367542707815275,weak_or_moderate
CHEMBL1456412,1,4290.0,4290.0,4290.0,5.367542707815275,weak_or_moderate
CHEMBL1483729,1,4290.0,4290.0,4290.0,5.367542707815275,weak_or_moderate
CHEMBL1587979,1,4300.0,4300.0,4300.0,5.366531544420413,weak_or_moderate
CHEMBL1794234,1,4310.0,4310.0,4310.0,5.3655227298392685,weak_or_moderate
CHEMBL3191602,1,4310.0,4310.0,4310.0,5.3655227298392685,weak_or_moderate
CHEMBL1325451,1,4330.0,4330.0,4330.0,5.363512103646634,weak_or_moderate
CHEMBL1533236,1,4350.0,4350.0,4350.0,5.361510743045363,weak_or_moderate
CHEMBL1599188,1,4350.0,4350.0,4350.0,5.361510743045363,weak_or_moderate
CHEMBL1317919,1,4370.0,4370.0,4370.0,5.359518563029578,weak_or_moderate
CHEMBL1318943,1,4370.0,4370.0,4370.0,5.359518563029578,weak_or_moderate
CHEMBL1537615,1,4380.0,4380.0,4380.0,5.3585258894959,weak_or_moderate
CHEMBL1427637,1,4390.0,4390.0,4390.0,5.357535479757878,weak_or_moderate
CHEMBL1320799,1,4400.0,4400.0,4400.0,5.356547323513812,weak_or_moderate
CHEMBL1359342,1,4410.0,4410.0,4410.0,5.355561410532161,weak_or_moderate
CHEMBL1449346,1,4420.0,4420.0,4420.0,5.354577730650908,weak_or_moderate
CHEMBL1379604,1,4450.0,4450.0,4450.0,5.351639989019068,weak_or_moderate
CHEMBL1508040,1,4450.0,4450.0,4450.0,5.351639989019068,weak_or_moderate
CHEMBL1557116,1,4460.0,4460.0,4460.0,5.350665141287858,weak_or_moderate
CHEMBL1578324,1,4480.0,4480.0,4480.0,5.3487219860018556,weak_or_moderate
CHEMBL3198684,1,4480.0,4480.0,4480.0,5.3487219860018556,weak_or_moderate
CHEMBL1409997,1,4490.0,4490.0,4490.0,5.347753658996677,weak_or_moderate
CHEMBL1582442,1,4490.0,4490.0,4490.0,5.347753658996677,weak_or_moderate
CHEMBL1515286,1,4510.0,4510.0,4510.0,5.345823458122039,weak_or_moderate
CHEMBL1409606,1,4530.0,4530.0,4530.0,5.343901797987169,weak_or_moderate
CHEMBL1509317,1,4530.0,4530.0,4530.0,5.343901797987169,weak_or_moderate
CHEMBL1542511,1,4530.0,4530.0,4530.0,5.343901797987169,weak_or_moderate
CHEMBL1607725,1,4530.0,4530.0,4530.0,5.343901797987169,weak_or_moderate
CHEMBL1305658,1,4560.0,4560.0,4560.0,5.341035157335565,weak_or_moderate
CHEMBL1370681,1,4560.0,4560.0,4560.0,5.341035157335565,weak_or_moderate
CHEMBL1444960,1,4560.0,4560.0,4560.0,5.341035157335565,weak_or_moderate
CHEMBL1443251,1,4570.0,4570.0,4570.0,5.34008379993015,weak_or_moderate
CHEMBL1547454,1,4570.0,4570.0,4570.0,5.34008379993015,weak_or_moderate
CHEMBL1313748,1,4580.0,4580.0,4580.0,5.339134521996131,weak_or_moderate
CHEMBL1583537,1,4580.0,4580.0,4580.0,5.339134521996131,weak_or_moderate
CHEMBL1372179,1,4590.0,4590.0,4590.0,5.338187314462739,weak_or_moderate
CHEMBL1330558,1,4600.0,4600.0,4600.0,5.337242168318426,weak_or_moderate
CHEMBL1380853,1,4600.0,4600.0,4600.0,5.337242168318426,weak_or_moderate
CHEMBL1528476,1,4600.0,4600.0,4600.0,5.337242168318426,weak_or_moderate
CHEMBL1489347,1,4610.0,4610.0,4610.0,5.336299074610352,weak_or_moderate
CHEMBL3192031,1,4610.0,4610.0,4610.0,5.336299074610352,weak_or_moderate
CHEMBL1980681,1,4620.0,4620.0,4620.0,5.335358024443874,weak_or_moderate
CHEMBL1603753,1,4630.0,4630.0,4630.0,5.334419008982047,weak_or_moderate
CHEMBL1363679,1,4660.0,4660.0,4660.0,5.33161408331,weak_or_moderate
CHEMBL259018,1,4660.0,4660.0,4660.0,5.33161408331,weak_or_moderate
CHEMBL1491275,1,4670.0,4670.0,4670.0,5.330683119433887,weak_or_moderate
CHEMBL3144992,1,4680.0,4680.0,4680.0,5.329754146925875,weak_or_moderate
CHEMBL1403738,1,4700.0,4700.0,4700.0,5.327902142064282,weak_or_moderate
CHEMBL1463563,1,4700.0,4700.0,4700.0,5.327902142064282,weak_or_moderate
CHEMBL1541379,1,4730.0,4730.0,4730.0,5.325138859262188,weak_or_moderate
CHEMBL1447796,1,4740.0,4740.0,4740.0,5.324221658325914,weak_or_moderate
CHEMBL1510362,1,4740.0,4740.0,4740.0,5.324221658325914,weak_or_moderate
CHEMBL1609318,1,4740.0,4740.0,4740.0,5.324221658325914,weak_or_moderate
CHEMBL1544131,1,4750.0,4750.0,4750.0,5.323306390375134,weak_or_moderate
CHEMBL1531428,1,4760.0,4760.0,4760.0,5.3223930472795065,weak_or_moderate
CHEMBL1479534,1,4770.0,4770.0,4770.0,5.3214816209598865,weak_or_moderate
CHEMBL1700372,1,4770.0,4770.0,4770.0,5.3214816209598865,weak_or_moderate
CHEMBL1592492,1,4780.0,4780.0,4780.0,5.320572103387882,weak_or_moderate
CHEMBL1365249,1,4790.0,4790.0,4790.0,5.319664486585436,weak_or_moderate
CHEMBL3192493,1,4810.0,4810.0,4810.0,5.317854923626168,weak_or_moderate
CHEMBL1528757,1,4820.0,4820.0,4820.0,5.31695296176115,weak_or_moderate
CHEMBL1494979,1,4830.0,4830.0,4830.0,5.316052869248487,weak_or_moderate
CHEMBL1584304,1,4830.0,4830.0,4830.0,5.316052869248487,weak_or_moderate
CHEMBL1480031,1,4840.0,4840.0,4840.0,5.315154638355588,weak_or_moderate
CHEMBL3182716,1,4850.0,4850.0,4850.0,5.314258261397736,weak_or_moderate
CHEMBL1611642,1,4860.0,4860.0,4860.0,5.313363730737707,weak_or_moderate
CHEMBL1330781,1,4870.0,4870.0,4870.0,5.3124710387853655,weak_or_moderate
CHEMBL1343144,1,4870.0,4870.0,4870.0,5.3124710387853655,weak_or_moderate
CHEMBL1200848,1,4880.0,4880.0,4880.0,5.311580177997289,weak_or_moderate
CHEMBL1353194,1,4880.0,4880.0,4880.0,5.311580177997289,weak_or_moderate
CHEMBL1403320,1,4880.0,4880.0,4880.0,5.311580177997289,weak_or_moderate
CHEMBL441282,1,4880.0,4880.0,4880.0,5.311580177997289,weak_or_moderate
CHEMBL1465979,1,4900.0,4900.0,4900.0,5.309803919971486,weak_or_moderate
CHEMBL1432278,1,4910.0,4910.0,4910.0,5.308918507877031,weak_or_moderate
CHEMBL1485700,1,4910.0,4910.0,4910.0,5.308918507877031,weak_or_moderate
CHEMBL1497070,1,4910.0,4910.0,4910.0,5.308918507877031,weak_or_moderate
CHEMBL1595795,1,4920.0,4920.0,4920.0,5.308034897232639,weak_or_moderate
CHEMBL505670,1,4930.0,4930.0,4930.0,5.30715308072277,weak_or_moderate
CHEMBL1485425,1,4940.0,4940.0,4940.0,5.306273051076353,weak_or_moderate
CHEMBL1349850,1,4980.0,4980.0,4980.0,5.302770657240282,weak_or_moderate
CHEMBL551842,1,4980.0,4980.0,4980.0,5.302770657240282,weak_or_moderate
CHEMBL1335223,1,4990.0,4990.0,4990.0,5.30189945437661,weak_or_moderate
CHEMBL1529389,1,4990.0,4990.0,4990.0,5.30189945437661,weak_or_moderate
CHEMBL3207440,1,4990.0,4990.0,4990.0,5.30189945437661,weak_or_moderate
CHEMBL1325446,1,5050.0,5050.0,5050.0,5.296708621881338,weak_or_moderate
CHEMBL1419538,1,5080.0,5080.0,5080.0,5.29413628771608,weak_or_moderate
CHEMBL1525358,1,5080.0,5080.0,5080.0,5.29413628771608,weak_or_moderate
CHEMBL1550423,1,5080.0,5080.0,5080.0,5.29413628771608,weak_or_moderate
CHEMBL1444045,1,5090.0,5090.0,5090.0,5.293282217663242,weak_or_moderate
CHEMBL1598985,1,5090.0,5090.0,5090.0,5.293282217663242,weak_or_moderate
CHEMBL1428977,1,5100.0,5100.0,5100.0,5.292429823902063,weak_or_moderate
CHEMBL1510510,1,5110.0,5110.0,5110.0,5.291579099865287,weak_or_moderate
CHEMBL1374108,1,5120.0,5120.0,5120.0,5.290730039024169,weak_or_moderate
CHEMBL1572585,1,5120.0,5120.0,5120.0,5.290730039024169,weak_or_moderate
CHEMBL3193480,1,5120.0,5120.0,5120.0,5.290730039024169,weak_or_moderate
CHEMBL599098,1,5150.0,5150.0,5150.0,5.288192770958808,weak_or_moderate
CHEMBL1308497,1,5170.0,5170.0,5170.0,5.286509456906058,weak_or_moderate
CHEMBL312032,1,5180.0,5180.0,5180.0,5.285670240254767,weak_or_moderate
CHEMBL3196407,1,5190.0,5190.0,5190.0,5.284832642151542,weak_or_moderate
CHEMBL1388639,1,5200.0,5200.0,5200.0,5.2839966563652006,weak_or_moderate
CHEMBL1390061,1,5210.0,5210.0,5210.0,5.283162276700475,weak_or_moderate
CHEMBL1465227,1,5210.0,5210.0,5210.0,5.283162276700475,weak_or_moderate
CHEMBL1401000,1,5220.0,5220.0,5220.0,5.282329496997738,weak_or_moderate
CHEMBL1416421,1,5220.0,5220.0,5220.0,5.282329496997738,weak_or_moderate
CHEMBL1565268,1,5230.0,5230.0,5230.0,5.281498311132726,weak_or_moderate
CHEMBL1402473,1,5240.0,5240.0,5240.0,5.280668713016274,weak_or_moderate
CHEMBL1518077,1,5240.0,5240.0,5240.0,5.280668713016274,weak_or_moderate
CHEMBL1339245,1,5290.0,5290.0,5290.0,5.276544327964814,weak_or_moderate
CHEMBL3145143,1,5290.0,5290.0,5290.0,5.276544327964814,weak_or_moderate
